OBJECTID,SurveyPurp,Protocol,Gear,TotalEffor,EffortMetr,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,Basin,StationLen,AvgWidth,StationCod,SiteType,SurveyID,SpeciesCod,Status,NewStatus,sameStatus,Catch,Source,mySurveyID,NEAR_FID,NEAR_DIST,SNAPUTM_X,SNAPUTM_Y
1537,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ARKANSAS R #4,17-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,---,---,AR1685,---,44084.000000000000000,SRD,E1,E1,E1,1,Non-USGS,494015_17-Jun-2010,17805,34.741355786595271,493987,4249092
1538,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,LND,E1,E1,E1,115,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1539,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,WHS,E1,E1,E1,35,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1540,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,LOC,E1,E1,E1,11,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1541,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,CRC,E1,E1,E1,9,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1542,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,FMW,E1,E1,E1,4,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1543,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,FHC,E1,E1,E1,3,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1544,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,LND,E2,E2,E2,4,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1545,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,LND,E3,E3,E3,34,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1546,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,WHS,E3,E3,E3,6,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1547,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,LGS,E3,E3,E3,4,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1548,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,FMW,E3,E3,E3,3,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1549,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,CRC,E3,E3,E3,2,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1550,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,LOC,E3,E3,E3,1,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1551,---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-10,BLW Cimmaron Bridge Diversion,5950.000000000000000,13S,514396.000000000000000,4297558.000000000000000,Arkansas,500,56.3,AR2891,Random,27937.000000000000000,FHC,E3,E3,E3,1,Non-USGS,514396_18-Jun-2010,7595,35.329759254471284,514387,4297592
1552,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,WHS,E1,E1,E1,84,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1553,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,FMW,E1,E1,E1,18,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1554,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,LND,E1,E1,E1,9,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1555,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,SNF,E1,E1,E1,2,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1556,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,LGS,E1,E1,E1,2,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1557,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,SRD,E1,E1,E1,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1558,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,STR,E1,E1,E1,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1559,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,WHS,E3,E3,E2,32,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1560,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,FMW,E3,E3,E2,12,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1561,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,LND,E3,E3,E2,7,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1562,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,SNF,E3,E3,E2,5,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1563,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,SRD,E3,E3,E2,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1564,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,ARD,E3,E3,E2,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1565,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,STR,E3,E3,E2,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1566,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,MSQ,E3,E3,E2,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1567,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,WHS,E4,E4,E3,14,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1568,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,SNF,E4,E4,E3,4,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1569,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,FMW,E4,E4,E3,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1570,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,LND,E4,E4,E3,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1571,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,WHS,S2,S2,S1,16,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1572,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #4,21-Jun-10,BLW HWY 115,5096.000000000000000,13,494015.000000000000000,4249072.000000000000000,Arkansas,280,14,AR1685,---,44083.000000000000000,SNF,S2,S2,S1,1,Non-USGS,494015_21-Jun-2010,17805,34.741355786595271,493987,4249092
1573,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-10,800 M BLW D O T Rd,4693.000000000000000,13,553809.000000000000000,4245486.000000000000000,Arkansas,180,18,AR0149,---,44070.000000000000000,LMB,E1,E1,E1,60,Non-USGS,553809_24-Jun-2010,18546,23.168065205681362,553787,4245492
1574,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-10,800 M BLW D O T Rd,4693.000000000000000,13,553809.000000000000000,4245486.000000000000000,Arkansas,180,18,AR0149,---,44070.000000000000000,SNF,E1,E1,E1,6,Non-USGS,553809_24-Jun-2010,18546,23.168065205681362,553787,4245492
1575,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-10,800 M BLW D O T Rd,4693.000000000000000,13,553809.000000000000000,4245486.000000000000000,Arkansas,180,18,AR0149,---,44070.000000000000000,BBH,E1,E1,E1,1,Non-USGS,553809_24-Jun-2010,18546,23.168065205681362,553787,4245492
1576,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-10,800 M BLW D O T Rd,4693.000000000000000,13,553809.000000000000000,4245486.000000000000000,Arkansas,180,18,AR0149,---,44070.000000000000000,SNF,E2,E2,E2,9,Non-USGS,553809_24-Jun-2010,18546,23.168065205681362,553787,4245492
1577,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-10,800 M BLW D O T Rd,4693.000000000000000,13,553809.000000000000000,4245486.000000000000000,Arkansas,180,18,AR0149,---,44070.000000000000000,LMB,E2,E2,E2,3,Non-USGS,553809_24-Jun-2010,18546,23.168065205681362,553787,4245492
1578,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-10,800 M BLW D O T Rd,4693.000000000000000,13,553809.000000000000000,4245486.000000000000000,Arkansas,180,18,AR0149,---,44070.000000000000000,BBH,E2,E2,E2,2,Non-USGS,553809_24-Jun-2010,18546,23.168065205681362,553787,4245492
1579,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,LND,E1,E1,E1,84,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1580,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,STR,E1,E1,E1,52,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1581,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,WHS,E1,E1,E1,18,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1582,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,FMW,E1,E1,E1,13,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1583,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,LND,E3,E3,E2,51,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1584,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,STR,E3,E3,E2,49,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1585,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,WHS,E3,E3,E2,14,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1586,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,FMW,E3,E3,E2,6,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1587,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,ABV I-25,5653.000000000000000,13,517261.000000000000000,4200302.000000000000000,Arkansas,150,7.8,AR0077,---,44076.000000000000000,STR,S2,S2,S1,1,Non-USGS,517261_28-Jun-2010,34301,27.497143931988088,517287,4200292
1588,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,LND,E1,E1,E1,182,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1589,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,STR,E1,E1,E1,116,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1590,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,WHS,E1,E1,E1,19,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1591,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,STR,E3,E3,E2,36,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1592,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,LND,E3,E3,E2,26,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1593,Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,WHS,E3,E3,E2,2,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1594,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,LND,S2,S2,S1,56,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1595,Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,GREENHORN CREEK #1,28-Jun-10,BLW I-25,5642.000000000000000,13S,517607.000000000000000,4200256.000000000000000,Arkansas,150,6.6,AR2894,---,44077.000000000000000,STR,S2,S2,S1,11,Non-USGS,517607_28-Jun-2010,34303,41.417020567647285,517587,4200292
1596,Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-10,1.5 KM ABV CO RD 10,5623.000000000000000,13,591836.000000000000000,4306990.000000000000000,Arkansas,39.3700787,10.3018373,AR2473,---,25998.000000000000000,FMW,E1,E1,E1,184,Non-USGS,591836_17-Jul-2010,5016,49.402731405864778,591787,4306992
1597,Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-10,1.5 KM ABV CO RD 10,5623.000000000000000,13,591836.000000000000000,4306990.000000000000000,Arkansas,39.3700787,10.3018373,AR2473,---,25998.000000000000000,PKF,E1,E1,E1,159,Non-USGS,591836_17-Jul-2010,5016,49.402731405864778,591787,4306992
1598,Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-10,1.5 KM ABV CO RD 10,5623.000000000000000,13,591836.000000000000000,4306990.000000000000000,Arkansas,39.3700787,10.3018373,AR2473,---,25998.000000000000000,GSD,E1,E1,E1,15,Non-USGS,591836_17-Jul-2010,5016,49.402731405864778,591787,4306992
1599,Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-10,1.5 KM ABV CO RD 10,5623.000000000000000,13,591836.000000000000000,4306990.000000000000000,Arkansas,39.3700787,10.3018373,AR2473,---,25998.000000000000000,ARD,E1,E1,E1,5,Non-USGS,591836_17-Jul-2010,5016,49.402731405864778,591787,4306992
1600,Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-10,1.5 KM ABV CO RD 10,5623.000000000000000,13,591836.000000000000000,4306990.000000000000000,Arkansas,39.3700787,10.3018373,AR2473,---,25998.000000000000000,BBH,E1,E1,E1,2,Non-USGS,591836_17-Jul-2010,5016,49.402731405864778,591787,4306992
1601,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,FHC,E1,E1,E1,53,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1602,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,WHS,E1,E1,E1,13,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1603,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,RDS,E1,E1,E1,9,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1604,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,STR,E1,E1,E1,4,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1605,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,FMW,E1,E1,E1,3,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1606,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,SAH,E1,E1,E1,3,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1607,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,SNF,E1,E1,E1,1,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1608,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,FHC,E2,E2,E2,145,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1609,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,WHS,E2,E2,E2,8,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1610,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,RDS,E2,E2,E2,5,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1611,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,STR,E2,E2,E2,4,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
1612,Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-10,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731.000000000000000,13,537435.000000000000000,4227155.000000000000000,Arkansas,306,---,AR2901,---,44081.000000000000000,FMW,E2,E2,E2,2,Non-USGS,537435_20-Jul-2010,23603,63.566843772056444,537487,4227192
