SurveyPurpose,Protocol,Gear,TotalEffort,EffortMetric,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,SpeciesCode,Status,NewStatus,sameStatus,Catch,Source
---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-2010,BLW Cimmaron Bridge Diversion,5950,13S,514396,4297558,Arkansas,500,56.3,AR2891,Random,27937,LOC,E3,E3,E3,1,Non-USGS
---,THREE-PASS REMOVAL,EF & SEINE,3,PASS,00:00.0,FOUNTAIN CREEK #3,18-Jun-2010,BLW Cimmaron Bridge Diversion,5950,13S,514396,4297558,Arkansas,500,56.3,AR2891,Random,27937,FHC,E3,E3,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,WHS,E1,E1,E1,84,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,FMW,E1,E1,E1,18,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,LND,E1,E1,E1,9,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,SNF,E1,E1,E1,2,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,LGS,E1,E1,E1,2,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,SRD,E1,E1,E1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,STR,E1,E1,E1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,WHS,E3,E3,E2,32,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,FMW,E3,E3,E2,12,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,LND,E3,E3,E2,7,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,SNF,E3,E3,E2,5,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,SRD,E3,E3,E2,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,ARD,E3,E3,E2,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,STR,E3,E3,E2,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,MSQ,E3,E3,E2,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,WHS,E4,E4,E3,14,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,SNF,E4,E4,E3,4,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,FMW,E4,E4,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,LND,E4,E4,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,WHS,S2,S2,S1,16,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #4,21-Jun-2010,BLW HWY 115,5096,13,494015,4249072,Arkansas,280,14,AR1685,---,44083,SNF,S2,S2,S1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-2010,800 M BLW D O T Rd,4693,13,553809,4245486,Arkansas,180,18,AR0149,---,44070,LMB,E1,E1,E1,60,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-2010,800 M BLW D O T Rd,4693,13,553809,4245486,Arkansas,180,18,AR0149,---,44070,SNF,E1,E1,E1,6,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-2010,800 M BLW D O T Rd,4693,13,553809,4245486,Arkansas,180,18,AR0149,---,44070,BBH,E1,E1,E1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-2010,800 M BLW D O T Rd,4693,13,553809,4245486,Arkansas,180,18,AR0149,---,44070,SNF,E2,E2,E2,9,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-2010,800 M BLW D O T Rd,4693,13,553809,4245486,Arkansas,180,18,AR0149,---,44070,LMB,E2,E2,E2,3,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CHICO CREEK,24-Jun-2010,800 M BLW D O T Rd,4693,13,553809,4245486,Arkansas,180,18,AR0149,---,44070,BBH,E2,E2,E2,2,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,LND,E1,E1,E1,84,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,STR,E1,E1,E1,52,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,WHS,E1,E1,E1,18,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,FMW,E1,E1,E1,13,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,LND,E3,E3,E2,51,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,STR,E3,E3,E2,49,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,WHS,E3,E3,E2,14,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,FMW,E3,E3,E2,6,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,ABV I-25,5653,13,517261,4200302,Arkansas,150,7.8,AR0077,---,44076,STR,S2,S2,S1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,LND,E1,E1,E1,182,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,STR,E1,E1,E1,116,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,WHS,E1,E1,E1,19,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,STR,E3,E3,E2,36,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,LND,E3,E3,E2,26,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,WHS,E3,E3,E2,2,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,LND,S2,S2,S1,56,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,GREENHORN CREEK #1,28-Jun-2010,BLW I-25,5642,13S,517607,4200256,Arkansas,150,6.6,AR2894,---,44077,STR,S2,S2,S1,11,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,JIMMY CAMP CREEK,30-Jun-2010,ABV E Ohio Ave,5542,13,527074,4281812,Arkansas,---,---,AR2273,---,39230,STR,1,NA,NA,37,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,JIMMY CAMP CREEK,30-Jun-2010,ABV E Ohio Ave,5542,13,527074,4281812,Arkansas,---,---,AR2273,---,39230,ARD,1,NA,NA,30,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,JIMMY CAMP CREEK,30-Jun-2010,ABV E Ohio Ave,5542,13,527074,4281812,Arkansas,---,---,AR2273,---,39230,LND,1,NA,NA,18,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,JIMMY CAMP CREEK,30-Jun-2010,ABV E Ohio Ave,5542,13,527074,4281812,Arkansas,---,---,AR2273,---,39230,CRC,1,NA,NA,7,Non-USGS
---,PRESENCE/ABSENCE,DIP NET,1,PASS,00:00.0,UNMANAGED STM AR MJ DRAIN,6-Jul-2010,Unnamed trib. To Williams Creek -Pond Drain ABV Williams Creek S of Hanover Road,5263,13S,532108,4268916,Arkansas,260,---,AR2906,---,26413,BST,1,D1,D1,36,Non-USGS
Multi-purpose,FULL HABITAT,MINNOW TRAP,---,,00:00.0,WILLIAMS CREEK,7-Jul-2010,1.2 KM ABV Fountain Creek,5258,13S,532217,4268861,Arkansas,---,---,AR2909,,44086,LMB,N1,N1,N1,14,Non-USGS
Multi-purpose,FULL HABITAT,MINNOW TRAP,---,,00:00.0,WILLIAMS CREEK,7-Jul-2010,1.2 KM ABV Fountain Creek,5258,13S,532217,4268861,Arkansas,---,---,AR2909,,44086,BST,N1,N1,N1,4,Non-USGS
Multi-purpose,FULL HABITAT,MINNOW TRAP,---,,00:00.0,WILLIAMS CREEK,7-Jul-2010,1.2 KM ABV Fountain Creek,5258,13S,532217,4268861,Arkansas,---,---,AR2909,,44086,LMB,N2,N2,N2,16,Non-USGS
Multi-purpose,FULL HABITAT,MINNOW TRAP,---,,00:00.0,WILLIAMS CREEK,7-Jul-2010,1.2 KM ABV Fountain Creek,5258,13S,532217,4268861,Arkansas,---,---,AR2909,,44086,STR,N2,N2,N2,1,Non-USGS
Multi-purpose,FULL HABITAT,MINNOW TRAP,---,,00:00.0,WILLIAMS CREEK,7-Jul-2010,1.2 KM ABV Fountain Creek,5258,13S,532217,4268861,Arkansas,---,---,AR2909,,44086,BST,N2,N2,N2,1,Non-USGS
Other (please describe in notes),OTHER,,---,,00:00.0,BIG SANDY CREEK,14-Jul-2010,150 M BLW Ramah Reservoir,6162,13,568729,4327990,Arkansas,---,---,AR0106,---,39231,ARD,1,NA,NA,30,Non-USGS
Other (please describe in notes),OTHER,,---,,00:00.0,FOUNTAIN CREEK #2,15-Jul-2010,ABV Pinon Rd,4993,13,535464,4254691,Arkansas,260.76,52.1884444,AR0147,---,39235,ARD,1,NA,NA,30,Non-USGS
Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-2010,1.5 KM ABV CO RD 10,5623,13,591836,4306990,Arkansas,39.3700787,10.3018373,AR2473,---,25998,FMW,E1,E1,E1,184,Non-USGS
Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-2010,1.5 KM ABV CO RD 10,5623,13,591836,4306990,Arkansas,39.3700787,10.3018373,AR2473,---,25998,PKF,E1,E1,E1,159,Non-USGS
Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-2010,1.5 KM ABV CO RD 10,5623,13,591836,4306990,Arkansas,39.3700787,10.3018373,AR2473,---,25998,GSD,E1,E1,E1,15,Non-USGS
Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-2010,1.5 KM ABV CO RD 10,5623,13,591836,4306990,Arkansas,39.3700787,10.3018373,AR2473,---,25998,ARD,E1,E1,E1,5,Non-USGS
Other (please describe in notes),PRESENCE/ABSENCE,EF,1,PASS,00:00.0,Horse Creek,17-Jul-2010,1.5 KM ABV CO RD 10,5623,13,591836,4306990,Arkansas,39.3700787,10.3018373,AR2473,---,25998,BBH,E1,E1,E1,2,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,FHC,E1,E1,E1,53,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,WHS,E1,E1,E1,13,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,RDS,E1,E1,E1,9,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,STR,E1,E1,E1,4,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,FMW,E1,E1,E1,3,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,SAH,E1,E1,E1,3,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,SNF,E1,E1,E1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,FHC,E2,E2,E2,145,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,WHS,E2,E2,E2,8,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,RDS,E2,E2,E2,5,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,STR,E2,E2,E2,4,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,FMW,E2,E2,E2,2,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,ST CHARLES R #1,20-Jul-2010,0.5 MI SSE Lime Rd & St Charles Rd (SC-6),4731,13,537435,4227155,Arkansas,306,---,AR2901,---,44081,SAH,E2,E2,E2,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,CPP,E1,E1,E1,11,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,FMW,E1,E1,E1,7,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,GSD,E1,E1,E1,7,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,SAH,E1,E1,E1,6,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,RDS,E1,E1,E1,4,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,SMM,E1,E1,E1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,SNF,E1,E1,E1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,RDS,E3,E3,E2,14,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,GSD,E3,E3,E2,8,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,FMW,E3,E3,E2,4,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,MSQ,E3,E3,E2,3,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,CCF,E3,E3,E2,2,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,CPP,E3,E3,E2,2,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,GSD,E4,E4,E3,3,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,FMW,E4,E4,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,BBH,E4,E4,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,CCF,E4,E4,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,SMM,E4,E4,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,EF & SEINE,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,RDS,E4,E4,E3,1,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,RDS,S2,S2,S1,4,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,SAH,S2,S2,S1,1,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,FHC,S2,S2,S1,1,Non-USGS
Multi-purpose,FULL HABITAT,Seine,---,,00:00.0,ARKANSAS R #2A,21-Jul-2010,Near South end of Rocky Flats SWA,4108,13S,618163,4210514,Arkansas,500,---,AR2881,---,44066,FMW,S2,S2,S1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CUCHARAS RIVER #1,29-Jul-2010,300 M ABV Huerfano River,5124,13S,540959,4196395,Arkansas,350,17.5,AR2888,---,44071,SNF,E1,E1,E1,110,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CUCHARAS RIVER #1,29-Jul-2010,300 M ABV Huerfano River,5124,13S,540959,4196395,Arkansas,350,17.5,AR2888,---,44071,FMW,E1,E1,E1,39,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CUCHARAS RIVER #1,29-Jul-2010,300 M ABV Huerfano River,5124,13S,540959,4196395,Arkansas,350,17.5,AR2888,---,44071,WHS,E1,E1,E1,34,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CUCHARAS RIVER #1,29-Jul-2010,300 M ABV Huerfano River,5124,13S,540959,4196395,Arkansas,350,17.5,AR2888,---,44071,PKF,E1,E1,E1,6,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CUCHARAS RIVER #1,29-Jul-2010,300 M ABV Huerfano River,5124,13S,540959,4196395,Arkansas,350,17.5,AR2888,---,44071,LND,E1,E1,E1,2,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CUCHARAS RIVER #1,29-Jul-2010,300 M ABV Huerfano River,5124,13S,540959,4196395,Arkansas,350,17.5,AR2888,---,44071,BBH,E1,E1,E1,1,Non-USGS
Multi-purpose,FULL HABITAT,EF,---,,00:00.0,CUCHARAS RIVER #1,29-Jul-2010,300 M ABV Huerfano River,5124,13S,540959,4196395,Arkansas,350,17.5,AR2888,---,44071,FHC,E1,E1,E1,1,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,RUSH CREEK,4-Aug-2010,ABV CO RD S,4594,13,649489,4288608,Arkansas,163.344,9.2796667,AR0099,---,39240,PKF,1,NA,NA,126,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,RUSH CREEK,4-Aug-2010,ABV CO RD S,4594,13,649489,4288608,Arkansas,163.344,9.2796667,AR0099,---,39240,SNF,1,NA,NA,42,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,RUSH CREEK,4-Aug-2010,ABV CO RD S,4594,13,649489,4288608,Arkansas,163.344,9.2796667,AR0099,---,39240,ARD,1,NA,NA,4,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,RUSH CREEK,4-Aug-2010,ABV CO RD S,4594,13,649489,4288608,Arkansas,163.344,9.2796667,AR0099,---,39240,BBH,1,NA,NA,2,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,RUSH CREEK,4-Aug-2010,ABV CO RD S,4594,13,649489,4288608,Arkansas,163.344,9.2796667,AR0099,---,39240,LMB,1,NA,NA,2,Non-USGS
Other (please describe in notes),OTHER,NOT LISTED,---,,00:00.0,"RUSH CREEK, SOUTH",10-Aug-2010,ABT .75 MI BLW CROSSING W/ ELBERT CO RD 189,5431,13,605795,4311802,Arkansas,283.852,13.92293,AR3792,Research,39243,ARD,1,NA,NA,47,Non-USGS
