SurveyPurpose,Protocol,WaterID,WaterName,SampleDate,Location,Elevation,UTMZone,UTMX,UTMY,INCLUDE,KMB COMMENTS,NewUTMX,NewUTMY,Basin,StationLength,AvgWidth,StationCode,SiteType,SurveyID,Comment,Narrative,USGS
NULL,PRESENCE/ABSENCE,33504,HORSE CREEK,10/16/08,150 M ABV HWY 94,5361,13,599926,4299301,Include?,"Change E1, E3, to D1, D3???",599926,4299301,Arkansas,150,2.4,AR0154,NULL,25604,"Multiple efforts noted (E1, E3) & appear to be EF, but narrative notes using dipnets - leaving this survey as presence/absence; No WaterCode, No gear/effort","The reach was too narrow for seining, so dipnets were used instead.",NO
Multi-purpose,FULL HABITAT,33504,HORSE CREEK,10/16/08,150 M ABV HWY 94,5361,13,599926,4299301,Exclude,Narrative does not match survey method info.,599926,4299301,Arkansas,150,2.4,AR0154,NULL,44214,NA,"The reach was too narrow for seining, so dipnets were used instead.  Wet at site but dry on either side-long pool- likely flows intermittently with rain. Did not sample Mollucks due to time contraints (sunlight) but sampled site upstream earlier today. Found Physa sp. When sampling fish.   CPK CHANGED TO PKF ON 9/3/2015",NO
NULL,PRESENCE/ABSENCE,33504,HORSE CREEK,10/20/08,ABV CO RD 133,5968,13,582033,4311922,,,582033,4311922,Arkansas,150,5.75,AR0105,NULL,25574,"Unknown # hauls; Narrow flowing stream, highly vegetated on both sides-vegetated areas included in wet width. Flow measured only in center moving water section, vegetated sides not included.  Sampled dredged pond upstream of side using 20 ft. 1/4"" mest straight seine-got many fathead minnows in 1st pull-measured 50 and counted. Got many FMW in 2nd haul but did not collect. No other species found.",All the fish that were caught were caught in dredged pond upstream of site.,NO
Multi-purpose,FULL HABITAT,33504,HORSE CREEK,10/20/08,ABV CO RD 133,5968,13,582033,4311922,,,582033,4311922,Arkansas,150,5.75,AR0105,NULL,44213,NA,"All the fish that were caught were caught in dredged pond upstream of site.  Narrow flowing stream, highly vegetated on both sides-vegetated areas included in wet width. Flow measured only in center moving water section, vegetated sides not included.  Sampled dredged pond upstream of side using 20 ft. 1/4"" mest straight seine-got many fathead minnows in 1st pull-measured 50 and counted. Got many FMW in 2nd haul but did not collect. No other species found.   ",NO
NULL,CPUE,33504,HORSE CREEK,10/21/08,250 M ABV CO State Land Board Boundary,5812,13,586400,4309352,Exclude,Statuses/ survey method info does not match the narrative.,586400,4309352,Arkansas,155,7.37,AR2457,NULL,26277,NULL,"Bank edges were sampled by dipnet only due to vegitation. 3 people on dipnets for 15 min each. Open channel often with highly vegetated (emergent, ie cattails). Also explored Horse Creek in other areas with BPEF and seines.; All data with an entry in the """"Mark"""" column are from further exploration of """"Horse Creek Ranch"""". The location is indicated under the mark section of the fish form. Below the diversion structure and west of county RD. 149 Bridge were only sampled with BPEF. The eastern-most fence crossing two-track was sampled with both BPEF and a seine but zero fish were found.",NO
Multi-purpose,FULL HABITAT,33504,HORSE CREEK,10/21/08,250 M ABV CO State Land Board Boundary,5812,13,586400,4309352,Exclude,Dipnet sampling results not in fish data base.,586400,4309352,Arkansas,155,7.37,AR2457,NULL,44215,NA," All data with an entry in the ""Mark"" column are from further exploration of ""Horse Creek Ranch"". The location is indicated under the mark section of the fish form. Below the diversion structure and west of county RD. 149 Bridge were only sampled with BPEF. The eastern-most fence crossing two-track was sampled with both BPEF and a seine but no fish were found.  Open channel often with highly vegetated (emergent, ie cattails). Also explored Horse Creek in other areas with BPEF and seines.  Bank edges were sampled by dipnet only due to vegitation. 3 people on dipnets for 15 min each.  CPK CHANGED TO PKF ON 9/3/2015CPK CHANGED TO PKF ON 9/3/2015CPK CHANGED TO PKF ON 9/3/2015CPK CHANGED TO PKF ON 9/3/2015",NO
NULL,THREE-PASS REMOVAL,28945,APISHAPA RIVER,10/22/08,Apishapa SWA 1 (Inventory site),5227,13S,566569,4164266,,,566574,4164262,Arkansas,266,13.3,AR3037,NULL,25643,"Only shocked runs and rifles because too many rocks obstructing stream. Also, seining pools not very efficient due to rocks on bottom-seine got caught. Very thorough aquatic sampling on 1st pass because water became very turbid and would not clear out before other BPEF pass. No sampling of Mossusks due to weather coming. Did no see any mollusks during aquatic sampling.",Record # 1120.,NO
Multi-purpose,FULL HABITAT,28945,APISHAPA RIVER,10/22/08,Apishapa SWA 1 (Inventory site),5227,13S,566569,4164266,,,566574,4164262,Arkansas,266,13.3,AR3037,NULL,44198,NA,"Record # 1120.  Very thorough aquatic sampling on 1st pass because water became very turbid and would not clear out before other BPEF pass. No sampling of Mossusks due to weather coming. Did no see any mollusks during aquatic sampling.  Only shocked runs and rifles because too many rocks obstructing stream. Also, seining pools not very efficient due to rocks on bottom-seine got caught.  ",NO
NULL,THREE-PASS REMOVAL,28945,APISHAPA RIVER,10/23/08,2 KM BLW Jones Lake Canyon,5105,13,567887,4168688,,,567887,4168688,Arkansas,315,89.9,AR2459,NULL,24080,"pass 1 & 3 via EF, pass 2 via seining (unknown # hauls)",Record # 1121.,NO
Multi-purpose,FULL HABITAT,28945,APISHAPA RIVER,10/23/08,2 KM BLW Jones Lake Canyon,5105,13,567887,4168688,,,567887,4168688,Arkansas,315,11,AR2459,NULL,44237,NA,Record # 1121.  there were intermitent pools of water along the river. The stretch of water sampled included 2 pools a riffle and run. The reach length was determined by the intermittance of the watter and quantity of fish caught.  The riffle was only sampled by shocking as the boulder and cobble prevented seining.  ,NO
NULL,MARK/RECAPTURE,32970,ARKANSAS R #6B,10/24/08,50 Yds ABV Falls Gulch,6415,13,436302,4245866,Exclude,Mark-recapture study.,436302,4245866,Arkansas,6336,111,AR0759,NULL,1480,NULL,"Mark Pass 10/20/2008 Rainbow trout (CRR) from 260 to 310 mm with adipose fin removed were stocked March 16, 2006 just below Salida at 6.25 inches (see raw data).  Six brown trout collected in poor condition (all over 30 cm).  Ten longnose dace collected.",NO
NULL,CPUE,33605,TWO BUTTE CREEK,10/29/08,2.7 Km ABV CO RD 10,4580,13,682832,4155396,,,682462,4154924,Arkansas,282,16,AR2460,NULL,25681,"pass 1 via EF, pass 2-4 via seining",Record # 1122.,NO
Multi-purpose,FULL HABITAT,33605,TWO BUTTE CREEK,10/29/08,2.7 Km ABV CO RD 10,4580,13,682832,4155396,,,682838,4155406,Arkansas,282,16,AR2460,NULL,44253,NA,Record # 1122 Reach length was determined by the intermittance of the water. The pocket of water closest to the utm is what was sampled. The entire length of the pocket was sampled. The edges of the water were both shocked and seined. However the middle was only seined due to the depth. Max pool depth was estimated as measuring attempts were unable to touch the bottom using dipnet poles.  Middle of pool was only seined due to depth.  ,NO
NULL,THREE-PASS REMOVAL,32136,WILLOW CREEK,10/30/08,ABV HWY 50,3601,13,712459,4218739,,,712458,4218862,Arkansas,245,12.25,AR2319,NULL,25942,"Pass 1 & 3 via unknown sampling gears, pass 2 via seine (unknown # hauls); No gear/effort",Record # 1123.,NO
Multi-purpose,FULL HABITAT,32136,WILLOW CREEK,10/30/08,ABV HWY 50,3601,13,712459,4218739,,,712458,4218862,Arkansas,245,12.25,AR2319,NULL,44235,NA,Record # 1122.  *conductivity was not measured as the probe was not working. This site had a large pool that bottle necked into a creek. The pool was about 5 ft. deep and was where the large channel catfish was found.   ,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,4/21/09,BLW Gauge,4693,13,529933,4235546,,,529930,4235553,Arkansas,13200,100,AR2289,NULL,1768,No gear/effort,STATION LENGTH ESTIMATED AT 2.5 MILES.  FLOW WAS 600 CFS.  ONE PASS EFFORT WITH FAIR TO POOR CATCHABILITY.  CREW QUIT DIPPING SUCKERS AFTER FIRST THREE SEGMENTS OF STATION DUE TO VOLUME OF FISH IN RIVER.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,4/22/09,125 M BLW Wild Horse Creek,4667,13,531810,4236100,,,531810,4236099,Arkansas,7920,100,AR2290,NULL,3444,No gear/effort,STATION LENGTH ESTIMATED AT 12.5 MILES.  FLOW WAS 600 CFS.  ONE PASS EFFORT WITH FAIR TO POOR CATCHABILITY.,NO
NULL,PRESENCE/ABSENCE,28957,ARKANSAS R #1,6/2/09,1.5 KM ABV Lamar Canal Diversion Dam,3628,13,705252,4220447,,,705252,4220447,Arkansas,39.3700787,15.7152231,AR2480,NULL,23785,No gear/effort,"All fish species encountered were identified and enumerated, but only ARD were measured.",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/9/09,100 M ABV Deadman Ditch,3470,13,740799,4219555,Exclude,Wrong protocol (according to Foutz),740793,4219564,Arkansas,39.3700787,12.2375328,AR2470,NA,25621,"No WaterCode, No gear/effort","Water code could not be found.  All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,PRESENCE/ABSENCE,33384,WEST MAY  VALLEY DITCH,6/10/09,225 M BLW LL Rd (EMAP 01-0817),3638,13,709523,4222566,Exclude,Wrong protocol (according to Foutz),709512,4222564,Arkansas,39.3700787,19.1272966,AR1665,NULL,25622,No gear/effort,"All fish species encountered were identified and enumerated, but only ARD were measured.",NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,6/16/09,450 M BLW Beaty Canyon,4364,13,623033,4162836,,,623032,4162838,Arkansas,1310,33,AR2524,NULL,23571,No gear/effort,"The entire reach length of 1310 ft was sampled as 10 discrete subreaches of 131 ft apiece, subreaches identified in column ""H"".",YES
NULL,PRESENCE/ABSENCE,33202,BIG SANDY CREEK #1,6/16/09,2.3 KM ABV HWY 190,3571,13,720241,4222903,,,720241,4222903,Arkansas,39.3700787,13.484252,AR0426,NULL,24010,No gear/effort,"All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'",NO
NULL,PRESENCE/ABSENCE,32152,WILD HORSE CREEK,6/17/09,200 M BLW LL Rd (EMAP 01-0765),3500,13,751157,4223931,,,751157,4223931,Arkansas,39.3700787,11.7125984,AR1662,NULL,23980,No gear/effort,"All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,PRESENCE/ABSENCE,32152,WILD HORSE CREEK,6/17/09,ABV CO RD LL,3501,13,750954,4224068,,,750954,4224068,Arkansas,39.3700787,11.7125984,AR0013,NULL,25283,No gear/effort,"All fish species encountered were identified and enumerated, but only ARD were measured.",NO
NULL,PRESENCE/ABSENCE,31461,PURGATOIRE R #1,6/17/09,100 M BLW Baker Canyon,4114,13,643561,4186763,,,643558,4186764,Arkansas,1970,49,AR2525,NULL,25348,No gear/effort,"The entire reach length of 1970 ft was sampled as 10 discrete subreaches of 197 ft apiece, subreaches identified in column ""H.",YES
NULL,PRESENCE/ABSENCE,33756,BUFFALO CREEK,6/23/09,ABV HWY 385,3563,13,735553,4225731,,,735553,4225731,Arkansas,39.3700787,11.5813648,AR0018,NULL,24426,No gear/effort,"All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,6/29/09,Riverview Ditch - 200 M ABV Amity Canal,3680,13,698497,4220015,,,698492,4220015,Arkansas,39.3700787,6.52887139,AR2478,NULL,23784,"No WaterCode, No gear/effort","Water code could not be found. All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,PRESENCE/ABSENCE,29581,CUCHARAS RIVER #1,6/30/09,125 M ABV Unnamed Trib Near Centro Ave & RR,6339,13,514246,4160006,,,514246,4160006,Arkansas,660,16.4,AR2526,NULL,23555,No gear/effort,"The entire reach length of 660 ft was sampled as 10 discrete subreaches of 66 ft apiece, subreaches identified in column ""H"".  A gravid FHC about 110 mm was captured downstream of sampled reach.",YES
NULL,PRESENCE/ABSENCE,33386,VISTA DEL RIO DITCH,6/30/09,900 M ABV CO RD 13 N Of HWY 196,3570,13,718180,4221815,Exclude,"Says there were fish, but fish not included in data base",718180,4221813,Arkansas,39.3700787,9.9409448,AR2482,NULL,23591,No gear/effort NO FISH,"All fish species encountered were identified and enumerated, but only ARD were measured.",NO
NULL,PRESENCE/ABSENCE,30052,Horse Creek,7/13/09,1.5 KM ABV CO RD 10,5623,13,591836,4306990,,,591836,4306990,Arkansas,39.3700787,10.3018373,AR2473,NULL,23680,"No WaterCode, No gear/effort","Water code could not be found.  All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,TWO-PASS REMOVAL,33732,"RUSH CREEK, SOUTH",7/22/09,1.7 KM BLW Mustang Creek,5197,13,614232,4304980,,,614232,4304980,Arkansas,490,8.2,AR0413,NULL,23080,"Pass 1 via undescribed sampling method (EF?), Pass 2 via seine (unknown # hauls); No gear/effort","The entire reach length of 490 ft was sampled as 10 discrete subreaches of 49 ft apiece, subreaches identified in column ""H"", and then the entire reach was seined.",YES
NULL,PRESENCE/ABSENCE,31742,WILLIAMS CREEK,7/22/09,BLW Baker Steamer Rd,4789,13,529994,4240611,,,529979,4240598,Arkansas,39.3700787,9.2519685,AR0133,NULL,24032,No gear/effort,"All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,TWO-PASS REMOVAL,32792,FOUNTAIN CREEK #4,7/23/09,BLW Ruxton Creek,6327,13,507137,4301118,,,507137,4301118,Arkansas,253,14,AR2349,NULL,24228,NULL,Reach 13 upstream of Manitou Spgs; sampled @ 0830 hrs,NO
NULL,TWO-PASS REMOVAL,32792,FOUNTAIN CREEK #4,7/23/09,BLW Beckers Ln,6180,13,509465,4301003,,,509465,4301003,Arkansas,257,13.75,AR2348,NULL,25254,NULL,"Lower station @ bridge, pool 5; Fields Park reach Z",NO
NULL,PRESENCE/ABSENCE,29262,BRECKENRIDGE CREEK,7/29/09,1.3 KM ABV Horse Creek,4368,13,615288,4241752,Exclude,Dry,615288,4241752,Arkansas,0,0,AR2528,NULL,25351,No gear/effort NO FISH,"The channel was dry at the predetermined site and was not sampled.  However, large pools and minimal flow was observed at the HWY 71 bridge.",YES
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,8/3/09,Cottonwood Springs - 4th Trib To N Inlet Of North Side Res Ft Carson,5695,13,520445,4280419,Exclude,"Says there were fish, but fish not included in data base",520490,4280583,Arkansas,39.3700787,5.97112861,AR2468,NULL,23783,"No WaterCode, No gear/effort","Water code could not be found.  All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,8/4/09,Mary Ellen Spring Ft Carson,5983,13,516344,4281817,Exclude,"Says there were fish, but fish not included in data base",516351,4281843,Arkansas,39.3700787,4.88845144,AR2330,NULL,23659,"No WaterCode, No gear/effort","Water code could not be found. All fish species encountered were identified and enumerated, but only ARD were measured.  Unidentified minnows were coded as 'QQQ'.",NO
NULL,THREE-PASS REMOVAL,33275,ST CHARLES R #1,8/19/09,ABV Arkansas River  #37,4559,13S,546019,4234881,,,546019,4234881,Arkansas,500,31.75,AR2944,Random,26370,"pass 1 via BPEF, pass 2 & 3 via 3 seine hauls each pass","Two LR-24 backpack shockers were used on the first pass (30 Hz, 15% duty cycle, 145V). Effort for the first pass was 1146 and 1366 seconds for the two shockers. A 6 x 20 x 1/8 inch mesh sized bag seine was used for the second and third passes (3 hauls for each pass). For seine passes, the three hauls taken covered the entire reach together. For seine passes, the three hauls taken covered the entire reach together.",NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/1/09,Unnamed Creek - SE Random site #49,5485,13S,578911,4137580,Exclude,Dry Site,578911,4137580,Arkansas,NULL,NULL,AR2949,Random,23398,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,29195,BIG SPRINGS CREEK,9/1/09,On Schubert sod farm SER# 57,5921,13S,556784,4297261,Exclude,Dry,556784,4297261,Arkansas,NULL,NULL,AR2930,Random,24141,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/1/09,Unnamed Tributary - BLW Calhan Reservoir(se Random #39),5460,13,530194,4276185,Exclude,Dry,530202,4276185,Arkansas,NULL,NULL,AR2560,Random,24588,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,30803,"RED CREEK, NORTH",9/1/09,SE Random site #43,5988,13S,495975,4228915,Exclude,Dry,495963,4228924,Arkansas,NULL,NULL,AR2939,Random,25022,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,THREE-PASS REMOVAL,28957,ARKANSAS R #1,9/9/09,2.1 KM BLW Big Sandy Creek #1 (SE Random #48),3540,13,722670,4220999,,,722695,4220832,Arkansas,500,62.25,AR2537,Random,24277,"rptUTMs in NAD27 - adjusted station coords to flowline, corrected watercode, & cascaded changes thru child tables",Conductivity was too high to electrofish. A 6 x 20 x 1/8 inch mesh sized bag seine was used for the first pass (6 hauls). A Missouri trawl was used for the second and third passes. Conductivity was higher than reported in that field.,NO
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/10/09,Unnamed Creek - SE Random site #47,4079,13S,703506,4188216,Exclude,Dry Site,703506,4188216,Arkansas,NULL,NULL,AR2950,Random,23323,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,THREE-PASS REMOVAL,28957,ARKANSAS R #1,9/10/09,1.3 KM ABV HWY 50 (SE Random #58),3436,13,742071,4216506,,,742216,4216613,Arkansas,500,33.75,AR2538,Random,24091,These UTMs are incorrect,"The UTMs were taken from the random sites spreadsheet, so the point they identify is just somewhere within the reach. Conductivity was too high to electrofish. For the first pass, a 6 x 20 x 1/8 inch mesh sized bag seine was hauled four times and a 6 x 10 x 1/8 inch mesh sized straight seine was hauled three times. For the second pass each seine was hauled 3 times. Together, the hauls on each pass covered the entire stream surface. No sampling information was reported for the third pass, but a third pass was conducted because the fish are labelled as third pass fish.",NO
NULL,PRESENCE/ABSENCE,32174,"PLUM CREEK, MIDDLE",9/10/09,SER #23,3923,13S,729885,4187628,Exclude,Dry,729885,4187628,Arkansas,NULL,NULL,AR2940,Random,24143,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,THREE-PASS REMOVAL,28966,ARKANSAS R #2A,9/11/09,Manifor Ranch near Las Animas SER #60,3917,13S,651157,4215858,,,651146,4216041,Arkansas,500,57.75,AR2926,Random,24278,"Pass 1 & 2 via 5 seine hauls per pass, pass 3 via Missouri Trawl","Conductivity was too high to electrofish. For the first and second passes, the 6 x 20 bag seine was hauled three times and the 6 x 10 straight seine was hauled two times. For the third pass, a Missouri trawl was used. The conductivity meter maxed out at 1990 microsemens, so the number in that field is low. Conductivity was too high to electrofish. For the first and second passes, the 6 x 20 bag seine was hauled three times and the 6 x 10 straight seine was hauled two times. For the third pass, a Missouri trawl was used.",NO
NULL,PRESENCE/ABSENCE,31847,WILD HORSE CREEK,9/15/09,SE Random site #53,5032,13S,662078,4319971,Exclude,Dry,662189,4319677,Arkansas,NULL,NULL,AR2952,Random,25483,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,THREE-PASS REMOVAL,29707,EIGHTMILE CREEK,9/17/09,700 M Abv Upper Beaver Creek Rd & Osu Geology Camp,5607,13,491815,4258808,,,491815,4258808,Arkansas,350,17.5,AR2547,NULL,24457,"pass 1 via LR24 BPEF, pass 2 & 3 via seining (7 hauls/pass)","This is a new site, so not a random site. SE record #1137. An LR24 backpack electroshocker was used on the first pass (60 Hz, 12% duty cycle, 160 V) for 1369 seconds. A 6 ft x 8 ft x 1/8 in mesh straight seine was used for the second and third passes (7 hauls for each pass).",NO
NULL,PRESENCE/ABSENCE,29707,EIGHTMILE CREEK,9/17/09,SE Random site #33,5655,13S,491415,4259420,Exclude,Dry,491415,4259420,Arkansas,NULL,NULL,AR2935,Random,25038,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,29402,CHICO CREEK,9/18/09,Chico Basin Ranch (SER #31),5109,13S,544308,4265860,Exclude,Dry,544308,4265860,Arkansas,NULL,NULL,AR2931,Random,25021,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,33427,ADOBE CREEK,9/21/09,ABV Jeep Trail Near CO State Land Board Boundary,4381,13,643326,4261921,Exclude,Dry,643326,4261921,Arkansas,NULL,NULL,AR2559,NULL,24494,"No Station Length, No Station Width, No gear/effort NO FISH",Dry site,NO
NULL,PRESENCE/ABSENCE,33202,BIG SANDY CREEK #1,9/21/09,725 M ABV CO RD 12.8,4389,13,678983,4294135,Exclude,Dry,678983,4294135,Arkansas,NULL,NULL,AR2542,NULL,25037,Changed to Station AR2542 from AR2929,Dry site,NO
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/21/09,ABV E Las Vegas St Sewage Treatment Plant,5883,13,516396,4296077,Exclude,No gear/effort,516392,4296073,Arkansas,492,16,AR0167,NULL,25608,No gear/effort,"Drainage area 103 sq. miles, 32 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32932,MONUMENT CREEK #2,9/21/09,ABV Gauge ABV Woodmen Rd (07103970),6255,13,515969,4309418,Include?,Elev above 6000ft and WEST of I-25.,516227,4309990,Arkansas,262,22.6,AR0166,NULL,26295,No gear/effort,"Downstream subreach, drainage area 181 sq. miles, 22 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/21/09,Tributary of Adobe Creek - CO RD 9  & CO RD P SER #44,4334,13S,643999,4257408,Exclude,Dry,643999,4257408,Arkansas,NULL,NULL,AR2946,Random,26341,NA,Many fields are empty because this was a dry site.,NO
NULL,PRESENCE/ABSENCE,28971,ARKANSAS R #3B,9/22/09,Between I-25 & RR Bridge Outlet Grate & Low Head Spillway (NER #3),4644,13,534171,4234253,Exclude,Qualitative ed study,534171,4234253,Arkansas,NULL,NULL,AR2536,Random,23504,"No Station Length, No Station Width, No gear/effort",This reach was electroshocked solely to conduct a qualitative evaluation of the fish species present and permit students to do identifications with living specimens. No length or weight data were collected.,NO
NULL,THREE-PASS REMOVAL,33528,JIMMY CAMP CREEK,9/22/09,ABV E Ohio Ave,5542,13,527074,4281812,,,527106,4281812,Arkansas,430,6,AR2273,NULL,24050,"Pass 1 & 2 via unknown sampling gears (probably EF), pass 3 via seine (unknown # hauls); No gear/effort","Drainage area 65.6 sq. miles, shock time minutes; pass 1",YES
NULL,TWO-PASS REMOVAL,33489,CHICOSA CREEK,9/22/09,Off Hwy 50 SER (#30),4340,13S,580473,4222480,Include?,Pass 4 is EF or seine?  ,580479,4222465,Arkansas,260,12.9,AR2932,Random,24262,Updated protocol for 2-pass removal - pass 3 via seine; parse electro efforts,"Two LR-24 backpack shockers were used on the first two passes (35 Hz, 25% duty, 50V). Effort on the first pass was 2177 and 2066 seconds for the two shockers. Effort on the second pass was 1416 and 1516 seconds for the two shockers. For the seine passes two riffles, two runs, and one pool were sampled on each pass. A 6 x 15 x 1/8 inch mesh straight seine was rolled up to make a 6 x 10 x 1/8 inch mesh sized straight seine for sampling. For the seine passes two riffles, two runs, and one pool were sampled on each pass. A 6 x 15 x 1/8 inch mesh straight seine was rolled up to make a 6 x 10 x 1/8 inch mesh sized straight seine for sampling.",NO
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/22/09,BLW I-25 Business Loop,5899,13,515497,4296366,,,515496,4296364,Arkansas,161,35.4,AR0550,NULL,24462,No gear/effort,"Downstream subreach, drainage area 392 sq. miles, 23 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,33990,UNMANAGED STM AR MJ DRAIN,9/22/09,Runyon Lake Inlet - BLW Locust St,4642,13,535120,4234328,Exclude,Qualitative ed study,535327,4234067,Arkansas,50,22,AR2530,NULL,25045,No gear/effort,This reach was electroshocked solely to conduct a qualitative evaluation of the fish species present and permit students to do identifications with living specimens. No length or weight data were collected.,NO
NULL,PRESENCE/ABSENCE,30419,MONUMENT CREEK #1,9/22/09,BLW Uintah St,6007,13,514863,4300253,,,514863,4300253,Arkansas,233,40,AR0389,NULL,26526,No gear/effort,"Downstream subreach, drainage area 235 sq. miles, 37 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,30419,MONUMENT CREEK #1,9/22/09,200 M BLW W Bijou St,5970,13,514781,4298520,,,514783,4298519,Arkansas,252,48.5,AR1839,NULL,27181,No gear/effort,"Upstream subreach, drainage area 235 sq. miles, 51 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/23/09,700 M ABV Old Pueblo Rd,5362,13,528465,4273165,Include?,Method = electrofishing?,528465,4273165,Arkansas,394,77.1,AR1834,NULL,23371,No gear/effort,"Upstream subreach, 45 shocking minutes, downstream subreach, 48 shocking minutes, drainage area 681 sq. miles, Discharge",YES
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/23/09,ABV HWY 16,5624,13,523415,4286394,Include?,Single EF pass?,523415,4286394,Arkansas,328,62.6,AR0189,NULL,24049,No gear/effort,"Upstream subreach, 34 shocking minutes, Downstream subreach, 49 shocking minutes, drainage area 495 sq. miles, Discharge",YES
NULL,NULL,32778,FOUNTAIN CREEK #2,9/23/09,ABV Williams Creek,5245,13S,532279,4268306,,,532284,4268296,Arkansas,500,96,AR2936,Random,25040,"Pass 1 & 4 via BTEF, pass 2 via seining, pass 3 via missouri trawl (no catch)","A barge (with generator and VVP) electrofishing unit with three electrodes (30 Hz, pulsed DC, 160V) was used on the first and fourth passes. Effort for the first pass was 4320 seconds for each electrode and effort for the fourth pass was 3720 seconds for each electrode. The second pass was conducted with a seine. For the seine pass (pass two), a 6 x 20 x 1/8 inch mesh sized bag seine was hauled five times and a 6 x 8 x 1/8 inch mesh sized straight seine was hauled one time. The third pass was conducted with a Missouri trawl (1 haul). zero fish were caught on the third pass. The FHC caught on pass S2 had a question mark entered for its length so it is unknown if just the length was missing, or if no FHC were caught and FHC was accidentally recorded.",NO
NULL,PRESENCE/ABSENCE,32780,FOUNTAIN CREEK #3,9/23/09,BLW Janitell Rd @ Guage,5837,13,517862,4294862,,,517864,4294865,Arkansas,197,53.8,AR0168,NULL,26067,No gear/effort,"Downstream subreach, drainage area 413 sq. miles, 47 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/24/09,ABV HWY 50,4699,13,534852,4238036,Include?,Method = electrofishing?,534851,4238036,Arkansas,164,113,AR0715,NULL,23372,No gear/effort,"Downstream subreach, drainage area 926 sq. miles, 34 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,29757,FOUNTAIN CREEK #1,9/24/09,200 M BLW HWY 50,4692,13,534807,4237630,,,534809,4237630,Arkansas,164,91.8,AR0720,NULL,23979,No gear/effort,"Downstream subreach, drainage area 926 sq. miles, 40 shocking minutes, Discharge",YES
NULL,PRESENCE/ABSENCE,32778,FOUNTAIN CREEK #2,9/24/09,ABV Pinon Rd,4993,13,535464,4254691,Include?,Single EF pass?,535464,4254691,Arkansas,328,102.5,AR0147,NULL,24051,No gear/effort,"Upstream subreach, 46 shocking minutes, downstream subreach, 74 shocking minutes, drainage area 849 sq. miles, Discharge",YES
NULL,TWO-PASS REMOVAL,29149,BEAVER CREEK,9/24/09,100 Yds BLW Banta Gulch Trib,6084,13,498743,4269244,,,498743,4269244,Arkansas,531,23,AR0788,NULL,24127,No gear/effort,Post-habitat improvement (control) station. October 2006 habitat improvement project did not include work in this reach. Two backpack shockers,NO
