"","SurveyPurpose","Protocol","Gear","TotalEffort","EffortMetric","WaterID","WaterName","SampleDate","Location","Elevation","UTMZone","UTMX.x","UTMY.x","Basin","StationLength","AvgWidth","StationCode","SiteType","SurveyID","SpeciesCode","Status","NewStatus","sameStatus","Catch","Source","mySurveyID","reachid","pointid","grid_code","elevation","gradient","cropsCount","dvlpdCount","wtlndsCoun","UTMX.y","UTMY.y","slope100m","Z","OBJECTID_1","Permanent_","GNIS_ID","GNIS_Name","ReachCode","WBArea_Per","FType","FCode","OBJECTID","FEATURE","CODE","NAME1","STRAHLER","Line_Sourc","StreamType","FountainCr","ReservoirL","RCA_ID","Shape_Leng","StreamSize","Percent","Degrees","MAIN","PURG","geometry"
"1504","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","BIG SANDY CREEK #1","24-May-10","800 M ABV HWY 196",3561,"13S",720897,4222118,"Arkansas","500","39.8","AR2882","Random",44067,"WHS","S2","S2","S1","4","Non-USGS","720897_24-May-2010",2091,25581,2091,1086,0,192,0,33,720887,4222092,0,1086,2091,NA,NA,NA,NA,NA,0,0,54022,"Artificial Flow Path",33202,"Big Sandy Creek",6,"ua_annotated","CONNECT","NO","belowJM",2011,1936.10389687,1,11.9311778864,0.118750419447,"NO","NO",c(720887, 4222092)
"1505","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","BIG SANDY CREEK #1","24-May-10","800 M ABV HWY 196",3561,"13S",720897,4222118,"Arkansas","500","39.8","AR2882","Random",44067,"ARD","S2","S2","S1","1","Non-USGS","720897_24-May-2010",2091,25581,2091,1086,0,192,0,33,720887,4222092,0,1086,2091,NA,NA,NA,NA,NA,0,0,54022,"Artificial Flow Path",33202,"Big Sandy Creek",6,"ua_annotated","CONNECT","NO","belowJM",2011,1936.10389687,1,11.9311778864,0.118750419447,"NO","NO",c(720887, 4222092)
"1506","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","BIG SANDY CREEK #1","24-May-10","800 M ABV HWY 196",3561,"13S",720897,4222118,"Arkansas","500","39.8","AR2882","Random",44067,"BBH","S2","S2","S1","1","Non-USGS","720897_24-May-2010",2091,25581,2091,1086,0,192,0,33,720887,4222092,0,1086,2091,NA,NA,NA,NA,NA,0,0,54022,"Artificial Flow Path",33202,"Big Sandy Creek",6,"ua_annotated","CONNECT","NO","belowJM",2011,1936.10389687,1,11.9311778864,0.118750419447,"NO","NO",c(720887, 4222092)
"1507","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"STR","E1","E1","E1","86","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1508","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"SAH","E1","E1","E1","17","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1509","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"SMM","E1","E1","E1","4","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1510","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"FMW","E1","E1","E1","3","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1511","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"WHS","E1","E1","E1","3","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1512","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"FHC","E1","E1","E1","1","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1513","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"BBH","E1","E1","E1","1","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1514","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"STR","E3","E3","E2","24","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1515","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"BBH","E3","E3","E2","4","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1516","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"SMM","E3","E3","E2","3","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1517","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"SAH","E3","E3","E2","3","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1518","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"FMW","E3","E3","E2","2","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1519","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"PKF","E3","E3","E2","1","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1520","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"STR","E4","E4","E3","19","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1521","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"SMM","E4","E4","E3","2","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1522","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"STR","S2","S2","S1","27","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1523","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"SAH","S2","S2","S1","4","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1524","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"SMM","S2","S2","S1","2","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1525","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","GAGEBY CREEK","25-May-10","2.9 KM BLW Ft Lyon Canal",3920,"13",666938,4223404,"Arkansas","240","12.8","AR2966","---",44074,"FHC","S2","S2","S1","1","Non-USGS","666938_25-May-2010",4844,24961,4844,1197,0.545423090458,331,2,52,666987,4223392,0,1197,4844,NA,NA,NA,NA,NA,0,0,49899,"Perennial Stream",33491,"Gageby Creek",2,"ua_annotated","CONNECT","NO","between",4784,4553.01290704,1,0.483196521714,0.00483192761227,"NO","NO",c(666987, 4223392)
"1526","Species Presence, Community Composition and Relative Abundance","FULL HABITAT","Seine","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","10-Jun-10","Unnamed Trib to Doss Canyon - 2 KM ABV Doss Canyon @ Spring",5155,"13N",608549,4138085,"Arkansas","---","---","AR2889","---",44059,"SNF","S1","S1","S1","58","Non-USGS","608549_10-Jun-2010",1414,43840,1414,1584,4.5839176178,0,0,0,608587,4138092,0,1584,1414,"938838",NA,NA,"11020010001118",NA,460,46003,0,NA,0,NA,0,"ADDED","CONNECT","NO","between",1330,1895.52281066,1,7.12204565627,0.0711004032806,"NO","YES",c(608587, 4138092)
"1527","Species Presence, Community Composition and Relative Abundance","FULL HABITAT","Seine","---","","00:00.0","UNMANAGED STM AR MJ DRAIN","10-Jun-10","Unnamed Trib to Doss Canyon - 2 KM ABV Doss Canyon @ Spring",5155,"13N",608549,4138085,"Arkansas","---","---","AR2889","---",44059,"BBH","S1","S1","S1","6","Non-USGS","608549_10-Jun-2010",1414,43840,1414,1584,4.5839176178,0,0,0,608587,4138092,0,1584,1414,"938838",NA,NA,"11020010001118",NA,460,46003,0,NA,0,NA,0,"ADDED","CONNECT","NO","between",1330,1895.52281066,1,7.12204565627,0.0711004032806,"NO","YES",c(608587, 4138092)
"1528","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","CHACUACO CREEK","11-Jun-10","2 KM BLW Water Canyon",4748,"13",618346,4140474,"Arkansas","50","---","AR2886","---",44069,"SNF","S1","S1","S1","1","Non-USGS","618346_11-Jun-2010",113,43568,113,1465,5.5276517868,0,0,6,618387,4140492,0,1465,113,NA,NA,NA,NA,NA,0,0,40855,"Perennial Stream",33465,"Chacuaco Creek",5,"ua_annotated","UNCONNECT","NO","between",20,2602.46313778,1,0.384251359984,0.00384249468856,"NO","NO",c(618387, 4140492)
"1529","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"WHS","E1","E1","E1","77","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1530","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"LND","E1","E1","E1","12","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1531","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"FMW","E1","E1","E1","9","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1532","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"SNF","E1","E1","E1","5","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1533","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"CPP","E1","E1","E1","4","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1534","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"STR","E1","E1","E1","4","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1535","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"LGS","E1","E1","E1","4","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1536","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"BGL","E1","E1","E1","1","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1537","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ARKANSAS R #4","17-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","---","---","AR1685","---",44084,"SRD","E1","E1","E1","1","Non-USGS","494015_17-Jun-2010",1068,17805,1068,1557,2.03747391701,85,19,58,493987,4249092,0,1557,1068,NA,NA,NA,NA,NA,0,0,1302,"Artificial Flow Path",28983,"Arkansas River",7,"ua_annotated","CONNECT","NO","abovePueblo",980,1186.11345855,3,30.6041548878,0.296990242218,"YES","NO",c(493987, 4249092)
"1538","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LND","E1","E1","E1","115","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1539","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"WHS","E1","E1","E1","35","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1540","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LOC","E1","E1","E1","11","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1541","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"CRC","E1","E1","E1","9","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1542","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"FMW","E1","E1","E1","4","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1543","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"FHC","E1","E1","E1","3","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1544","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LND","E2","E2","E2","4","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1545","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LND","E3","E3","E3","34","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1546","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"WHS","E3","E3","E3","6","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1547","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LGS","E3","E3","E3","4","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1548","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"FMW","E3","E3","E3","3","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
"1549","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"CRC","E3","E3","E3","2","Non-USGS","514396_18-Jun-2010",503,7595,503,1818,0.320289820433,0,288,6,514387,4297592,0,1818,503,NA,NA,NA,NA,NA,0,0,23335,"Perennial Stream",32792,"Fountain Creek",5,"ua_annotated","CONNECT","YES","between",413,613.821305856,2,87.6476581812,0.719665682034,"NO","NO",c(514387, 4297592)
