"","SurveyPurpose","Protocol","Gear","TotalEffort","EffortMetric","WaterID","WaterName","SampleDate","Location","Elevation","UTMZone","UTMX","UTMY","Basin","StationLength","AvgWidth","StationCode","SiteType","SurveyID","SpeciesCode","Status","NewStatus","sameStatus","Catch","Source","mySurveyID"
"1541","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"CRC","E1","E1","E1","9","Non-USGS","514396_18-Jun-2010"
"1542","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"FMW","E1","E1","E1","4","Non-USGS","514396_18-Jun-2010"
"1543","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"FHC","E1","E1","E1","3","Non-USGS","514396_18-Jun-2010"
"1544","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LND","E2","E2","E2","4","Non-USGS","514396_18-Jun-2010"
"1545","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LND","E3","E3","E3","34","Non-USGS","514396_18-Jun-2010"
"1546","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"WHS","E3","E3","E3","6","Non-USGS","514396_18-Jun-2010"
"1547","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LGS","E3","E3","E3","4","Non-USGS","514396_18-Jun-2010"
"1548","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"FMW","E3","E3","E3","3","Non-USGS","514396_18-Jun-2010"
"1549","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"CRC","E3","E3","E3","2","Non-USGS","514396_18-Jun-2010"
"1550","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"LOC","E3","E3","E3","1","Non-USGS","514396_18-Jun-2010"
"1551","---","THREE-PASS REMOVAL","EF & SEINE","3","PASS","00:00.0","FOUNTAIN CREEK #3","18-Jun-10","BLW Cimmaron Bridge Diversion",5950,"13S",514396,4297558,"Arkansas","500","56.3","AR2891","Random",27937,"FHC","E3","E3","E3","1","Non-USGS","514396_18-Jun-2010"
"1552","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"WHS","E1","E1","E1","84","Non-USGS","494015_21-Jun-2010"
"1553","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"FMW","E1","E1","E1","18","Non-USGS","494015_21-Jun-2010"
"1554","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"LND","E1","E1","E1","9","Non-USGS","494015_21-Jun-2010"
"1555","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"SNF","E1","E1","E1","2","Non-USGS","494015_21-Jun-2010"
"1556","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"LGS","E1","E1","E1","2","Non-USGS","494015_21-Jun-2010"
"1557","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"SRD","E1","E1","E1","1","Non-USGS","494015_21-Jun-2010"
"1558","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"STR","E1","E1","E1","1","Non-USGS","494015_21-Jun-2010"
"1559","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"WHS","E3","E3","E2","32","Non-USGS","494015_21-Jun-2010"
"1560","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"FMW","E3","E3","E2","12","Non-USGS","494015_21-Jun-2010"
"1561","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"LND","E3","E3","E2","7","Non-USGS","494015_21-Jun-2010"
"1562","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"SNF","E3","E3","E2","5","Non-USGS","494015_21-Jun-2010"
"1563","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"SRD","E3","E3","E2","1","Non-USGS","494015_21-Jun-2010"
"1564","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"ARD","E3","E3","E2","1","Non-USGS","494015_21-Jun-2010"
"1565","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"STR","E3","E3","E2","1","Non-USGS","494015_21-Jun-2010"
"1566","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"MSQ","E3","E3","E2","1","Non-USGS","494015_21-Jun-2010"
"1567","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"WHS","E4","E4","E3","14","Non-USGS","494015_21-Jun-2010"
"1568","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"SNF","E4","E4","E3","4","Non-USGS","494015_21-Jun-2010"
"1569","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"FMW","E4","E4","E3","1","Non-USGS","494015_21-Jun-2010"
"1570","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"LND","E4","E4","E3","1","Non-USGS","494015_21-Jun-2010"
"1571","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"WHS","S2","S2","S1","16","Non-USGS","494015_21-Jun-2010"
"1572","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #4","21-Jun-10","BLW HWY 115",5096,"13",494015,4249072,"Arkansas","280","14","AR1685","---",44083,"SNF","S2","S2","S1","1","Non-USGS","494015_21-Jun-2010"
"1573","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","CHICO CREEK","24-Jun-10","800 M BLW D O T Rd",4693,"13",553809,4245486,"Arkansas","180","18","AR0149","---",44070,"LMB","E1","E1","E1","60","Non-USGS","553809_24-Jun-2010"
"1574","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","CHICO CREEK","24-Jun-10","800 M BLW D O T Rd",4693,"13",553809,4245486,"Arkansas","180","18","AR0149","---",44070,"SNF","E1","E1","E1","6","Non-USGS","553809_24-Jun-2010"
"1575","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","CHICO CREEK","24-Jun-10","800 M BLW D O T Rd",4693,"13",553809,4245486,"Arkansas","180","18","AR0149","---",44070,"BBH","E1","E1","E1","1","Non-USGS","553809_24-Jun-2010"
"1576","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","CHICO CREEK","24-Jun-10","800 M BLW D O T Rd",4693,"13",553809,4245486,"Arkansas","180","18","AR0149","---",44070,"SNF","E2","E2","E2","9","Non-USGS","553809_24-Jun-2010"
"1577","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","CHICO CREEK","24-Jun-10","800 M BLW D O T Rd",4693,"13",553809,4245486,"Arkansas","180","18","AR0149","---",44070,"LMB","E2","E2","E2","3","Non-USGS","553809_24-Jun-2010"
"1578","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","CHICO CREEK","24-Jun-10","800 M BLW D O T Rd",4693,"13",553809,4245486,"Arkansas","180","18","AR0149","---",44070,"BBH","E2","E2","E2","2","Non-USGS","553809_24-Jun-2010"
"1579","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"LND","E1","E1","E1","84","Non-USGS","517261_28-Jun-2010"
"1580","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"STR","E1","E1","E1","52","Non-USGS","517261_28-Jun-2010"
"1581","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"WHS","E1","E1","E1","18","Non-USGS","517261_28-Jun-2010"
"1582","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"FMW","E1","E1","E1","13","Non-USGS","517261_28-Jun-2010"
"1583","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"LND","E3","E3","E2","51","Non-USGS","517261_28-Jun-2010"
"1584","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"STR","E3","E3","E2","49","Non-USGS","517261_28-Jun-2010"
"1585","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"WHS","E3","E3","E2","14","Non-USGS","517261_28-Jun-2010"
"1586","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"FMW","E3","E3","E2","6","Non-USGS","517261_28-Jun-2010"
"1587","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","ABV I-25",5653,"13",517261,4200302,"Arkansas","150","7.8","AR0077","---",44076,"STR","S2","S2","S1","1","Non-USGS","517261_28-Jun-2010"
"1588","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"LND","E1","E1","E1","182","Non-USGS","517607_28-Jun-2010"
"1589","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"STR","E1","E1","E1","116","Non-USGS","517607_28-Jun-2010"
"1590","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"WHS","E1","E1","E1","19","Non-USGS","517607_28-Jun-2010"
"1591","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"STR","E3","E3","E2","36","Non-USGS","517607_28-Jun-2010"
"1592","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"LND","E3","E3","E2","26","Non-USGS","517607_28-Jun-2010"
"1593","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"WHS","E3","E3","E2","2","Non-USGS","517607_28-Jun-2010"
"1594","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"LND","S2","S2","S1","56","Non-USGS","517607_28-Jun-2010"
"1595","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","GREENHORN CREEK #1","28-Jun-10","BLW I-25",5642,"13S",517607,4200256,"Arkansas","150","6.6","AR2894","---",44077,"STR","S2","S2","S1","11","Non-USGS","517607_28-Jun-2010"
"1596","Other (please describe in notes)","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","Horse Creek","17-Jul-10","1.5 KM ABV CO RD 10",5623,"13",591836,4306990,"Arkansas","39.3700787","10.3018373","AR2473","---",25998,"FMW","E1","E1","E1","184","Non-USGS","591836_17-Jul-2010"
"1597","Other (please describe in notes)","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","Horse Creek","17-Jul-10","1.5 KM ABV CO RD 10",5623,"13",591836,4306990,"Arkansas","39.3700787","10.3018373","AR2473","---",25998,"PKF","E1","E1","E1","159","Non-USGS","591836_17-Jul-2010"
"1598","Other (please describe in notes)","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","Horse Creek","17-Jul-10","1.5 KM ABV CO RD 10",5623,"13",591836,4306990,"Arkansas","39.3700787","10.3018373","AR2473","---",25998,"GSD","E1","E1","E1","15","Non-USGS","591836_17-Jul-2010"
"1599","Other (please describe in notes)","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","Horse Creek","17-Jul-10","1.5 KM ABV CO RD 10",5623,"13",591836,4306990,"Arkansas","39.3700787","10.3018373","AR2473","---",25998,"ARD","E1","E1","E1","5","Non-USGS","591836_17-Jul-2010"
"1600","Other (please describe in notes)","PRESENCE/ABSENCE","EF","1","PASS","00:00.0","Horse Creek","17-Jul-10","1.5 KM ABV CO RD 10",5623,"13",591836,4306990,"Arkansas","39.3700787","10.3018373","AR2473","---",25998,"BBH","E1","E1","E1","2","Non-USGS","591836_17-Jul-2010"
"1601","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"FHC","E1","E1","E1","53","Non-USGS","537435_20-Jul-2010"
"1602","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"WHS","E1","E1","E1","13","Non-USGS","537435_20-Jul-2010"
"1603","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"RDS","E1","E1","E1","9","Non-USGS","537435_20-Jul-2010"
"1604","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"STR","E1","E1","E1","4","Non-USGS","537435_20-Jul-2010"
"1605","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"FMW","E1","E1","E1","3","Non-USGS","537435_20-Jul-2010"
"1606","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"SAH","E1","E1","E1","3","Non-USGS","537435_20-Jul-2010"
"1607","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"SNF","E1","E1","E1","1","Non-USGS","537435_20-Jul-2010"
"1608","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"FHC","E2","E2","E2","145","Non-USGS","537435_20-Jul-2010"
"1609","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"WHS","E2","E2","E2","8","Non-USGS","537435_20-Jul-2010"
"1610","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"RDS","E2","E2","E2","5","Non-USGS","537435_20-Jul-2010"
"1611","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"STR","E2","E2","E2","4","Non-USGS","537435_20-Jul-2010"
"1612","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"FMW","E2","E2","E2","2","Non-USGS","537435_20-Jul-2010"
"1613","Multi-purpose","FULL HABITAT","EF","---","","00:00.0","ST CHARLES R #1","20-Jul-10","0.5 MI SSE Lime Rd & St Charles Rd (SC-6)",4731,"13",537435,4227155,"Arkansas","306","---","AR2901","---",44081,"SAH","E2","E2","E2","1","Non-USGS","537435_20-Jul-2010"
"1614","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"CPP","E1","E1","E1","11","Non-USGS","618163_21-Jul-2010"
"1615","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"FMW","E1","E1","E1","7","Non-USGS","618163_21-Jul-2010"
"1616","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"GSD","E1","E1","E1","7","Non-USGS","618163_21-Jul-2010"
"1617","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"SAH","E1","E1","E1","6","Non-USGS","618163_21-Jul-2010"
"1618","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"RDS","E1","E1","E1","4","Non-USGS","618163_21-Jul-2010"
"1619","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"SMM","E1","E1","E1","1","Non-USGS","618163_21-Jul-2010"
"1620","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"SNF","E1","E1","E1","1","Non-USGS","618163_21-Jul-2010"
"1621","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"RDS","E3","E3","E2","14","Non-USGS","618163_21-Jul-2010"
"1622","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"GSD","E3","E3","E2","8","Non-USGS","618163_21-Jul-2010"
"1623","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"FMW","E3","E3","E2","4","Non-USGS","618163_21-Jul-2010"
"1624","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"MSQ","E3","E3","E2","3","Non-USGS","618163_21-Jul-2010"
"1625","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"CCF","E3","E3","E2","2","Non-USGS","618163_21-Jul-2010"
"1626","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"CPP","E3","E3","E2","2","Non-USGS","618163_21-Jul-2010"
"1627","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"GSD","E4","E4","E3","3","Non-USGS","618163_21-Jul-2010"
"1628","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"FMW","E4","E4","E3","1","Non-USGS","618163_21-Jul-2010"
"1629","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"BBH","E4","E4","E3","1","Non-USGS","618163_21-Jul-2010"
"1630","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"CCF","E4","E4","E3","1","Non-USGS","618163_21-Jul-2010"
"1631","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"SMM","E4","E4","E3","1","Non-USGS","618163_21-Jul-2010"
"1632","Multi-purpose","FULL HABITAT","EF & SEINE","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"RDS","E4","E4","E3","1","Non-USGS","618163_21-Jul-2010"
"1633","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"RDS","S2","S2","S1","4","Non-USGS","618163_21-Jul-2010"
"1634","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"SAH","S2","S2","S1","1","Non-USGS","618163_21-Jul-2010"
"1635","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"FHC","S2","S2","S1","1","Non-USGS","618163_21-Jul-2010"
"1636","Multi-purpose","FULL HABITAT","Seine","---","","00:00.0","ARKANSAS R #2A","21-Jul-10","Near South end of Rocky Flats SWA",4108,"13S",618163,4210514,"Arkansas","500","---","AR2881","---",44066,"FMW","S2","S2","S1","1","Non-USGS","618163_21-Jul-2010"
